id,original_language,overview,poster_path,revenue,budget,popularity
470,en,"Paul Rivers, an ailing mathematician lovelessly married to an English émigré; Christina Peck, an upper-middle-class suburban housewife and mother of two girls; and Jack Jordan, a born-again ex-con, are brought together by a terrible accident that changes their lives.",/hdS0to9nUpgK0Zm1bZAF6BWRae7.jpg,60427839,20000000,17.06
473,en,"A mathematical genius discovers a link between numbers and reality, and thus believes he can predict the future.",/dET9ULtaMJEUnfylQE1n5LC9gr7.jpg,3221152,60000,18.313
475,en,"In the 1930s, bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",/sCSQFK9kMsprT4jgWqgw82dT6WI.jpg,50700000,2500000,22.17
476,en,"Portland, Oregon, 1971. Bob Hughes is the charismatic leader of a peculiar quartet, formed by his wife, Dianne, and another couple, Rick and Nadine, who skillfully steal from drugstores and hospital medicine cabinets in order to appease their insatiable need for drugs. But neither fun nor luck last forever.",/2bQXK39axyedUL6DE1pzdMYgAw1.jpg,4729352,2500000,10.892
479,en,"New York police detective John Shaft arrests Walter Wade Jr. for a racially motivated slaying. But the only eyewitness disappears, and Wade jumps bail for Switzerland. Two years later Wade returns to face trial, confident his money and influence will get him acquitted -- especially since he's paid a drug kingpin to kill the witness.",/5ncvnNPaN73cOqD4muE413sSOyY.jpg,107626125,46000000,18.997
480,hi,"As the romantic monsoon rains loom, the extended Verma family reunites from around the globe for a last-minute arranged marriage in New Delhi. This film traces five intersecting stories, each navigating different aspects of love as they cross boundaries of class, continent and morality.",/nchsMqHcTE7kIylMKQjmEZb4E6H.jpg,0,0,9.661
482,en,Cool black private eye John Shaft is hired by a crime lord to find and retrieve his kidnapped daughter.,/yJChPuu2V339IiDPQDHeIh1SYpA.jpg,12121618,4000000,15.058
483,en,"After serving prison time for a self-defense killing, Sailor Ripley reunites with girlfriend Lula Fortune. Lula's mother, Marietta, desperate to keep them apart, hires a hitman to kill Sailor. But he finds a whole new set of troubles when he and Bobby Peru, an old buddy who's also out to get Sailor, try to rob a store. When Sailor lands in jail yet again, the young lovers appear further than ever from the shared life they covet.",/uLUFI5sJIfWrBUWB2Y1dEuyvvVy.jpg,14560247,9500000,16.031
488,en,"At the start of the First World War, in the middle of Africa’s nowhere, a gin soaked riverboat captain is persuaded by a strong-willed missionary to go down river and face-off a German warship.",/2Ypg0KhQfFYWILelvHGtSHHR0dk.jpg,10750000,1000000,17.167
489,en,"Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he solves a difficult graduate-level math problem, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire.",/bABCBKYBK7A5G1x0FzoeoNfuj2.jpg,225933435,10000000,56.169
490,sv,"When disillusioned Swedish knight Antonius Block returns home from the Crusades to find his country in the grips of the Black Death, he challenges Death to a chess match for his life. Tormented by the belief that God does not exist, Block sets off on a journey, meeting up with traveling players Jof and his wife, Mia, and becoming determined to evade Death long enough to commit one redemptive act while he still lives.",/wcZ21zrOsy0b52AfAF50XpTiv75.jpg,0,0,21.938
492,en,"One day at work, unsuccessful puppeteer Craig finds a portal into the head of actor John Malkovich. The portal soon becomes a passion for anybody who enters its mad and controlling world of overtaking another human body.",/xVSvIwRNzwXSs0CLefiiG6A96m4.jpg,22863596,13000000,37.883
496,en,"Kazakh journalist Borat Sagdiyev travels to America to make a documentary. As he zigzags across the nation, Borat meets real people in real situations with hysterical consequences. His backwards behavior generates strong reactions around him exposing prejudices and hypocrisies in American culture.",/kfkyALfD4G1mlBJI1lOt2QCra4i.jpg,262552893,18000000,18.823
497,en,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",/8VG8fDNiy50H4FedGwdSVUPoaJe.jpg,286801374,60000000,83.739
500,en,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.",/xi8Iu6qyTfyZVDVy60raIOYJJmk.jpg,2859750,1200000,34.018
501,en,"Werner Herzog's documentary film about the ""Grizzly Man"" Timothy Treadwell and what the thirteen summers in a National Park in Alaska were like in one man's attempt to protect the grizzly bears. The film is full of unique images and a look into the spirit of a man who sacrificed himself for nature.",/nXIV2qGK9KkdkaOTzrpK87CuAGC.jpg,0,0,11.497
502,en,Because of a technical defect an American bomber team mistakenly orders the destruction of Moscow. The President of the United States has but little time to prevent an atomic catastrophe from occurring.,/qrsj5hort5xkLOKw9NyraGMnlVP.jpg,0,0,18.076
503,en,"A packed cruise ship traveling the Atlantic is hit and overturned by a massive wave, compelling the passengers to begin a dramatic fight for their lives.",/1ma5b9XLCziCHzQP0Zy1Y1PqNyM.jpg,181674817,160000000,18.283
504,en,"An emotionally scarred highway drifter shoots a sadistic trick who rapes her, and ultimately becomes the United States' first female serial killer.",/aevmNtJCNG4ZlfEeEGZ79frMUes.jpg,60378584,8000000,26.753
505,en,"A career criminal who has been deformed since birth is given a new face by a kindly doctor and paroled from prison. It appears that he has gone straight, but he is really planning his revenge on the man who killed his mentor and sent him to prison.",/hdEIkpL17rvfZH0l34FJ8H9LAa.jpg,7237794,20000000,16.526
506,en,"Marnie is a thief, a liar, and a cheat. When her new boss, Mark Rutland, catches on to her routine kleptomania, she finds herself being blackmailed.",/nRRy4VO2A3Py7wiZBPz11PAlogp.jpg,7000000,2135000,13.143
507,en,"Zed is an American vault-cracker who travels to Paris to meet up with his old friend Eric. Eric and his gang have planned to raid the only bank in the city which is open on Bastille day. After offering his services, Zed soon finds himself trapped in a situation beyond his control when heroin abuse, poor planning and a call-girl named Zoe all conspire to turn the robbery into a very bloody siege.",/k3UEKMVnkljOlsO5sLmz87YGlaG.jpg,418961,1500000,11.58
508,en,Eight London couples try to deal with their relationships in different ways. Their tryst with love makes them discover how complicated relationships can be.,/7QPeVsr9rcFU9Gl90yg0gTOTpVv.jpg,244931766,40000000,23.456
509,en,"William Thacker is a London bookstore owner whose humdrum existence is thrown into romantic turmoil when famous American actress Anna Scott appears in his shop. A chance encounter over spilled orange juice leads to a kiss that blossoms into a full-blown affair. As the average bloke and glamorous movie star draw closer and closer together, they struggle to reconcile their radically different lifestyles in the name of love.",/fQqfLeD7h4nCXK0N5HEa4dAExk1.jpg,363889678,42000000,30.288
510,en,"A petty criminal fakes insanity to serve his sentence in a mental ward rather than prison. He soon finds himself as a leader to the other patients—and an enemy to the cruel, domineering nurse who runs the ward.",/3jcbDmRFiQ83drXNOvRDeKHxS0C.jpg,108981275,3000000,36.673
512,en,"An American journalism student in London scoops a big story, and begins an affair with an aristocrat as the incident unfurls.",/aHvZYoQNRTMrfs46pj64b9GrbaK.jpg,31584901,4000000,11.926
521,en,"An ex-tennis pro carries out a plot to have his wife murdered after discovering she is having an affair, and assumes she will soon leave him for the other man anyway. When things go wrong, he improvises a new plan—to frame her for murder instead.",/2gDCAgl2iBQNuJuk6p2xtuS1ewg.jpg,3000000,1400000,19.662
522,en,"The mostly true story of the legendary ""worst director of all time"", who, with the help of his strange friends, filmed countless B-movies without ever becoming famous or successful.",/n8SrO3WbyuY2b6KazogqbQF348C.jpg,5887457,18000000,23.639
523,de,"Michaela, an epileptic, enrolls in college to study education. She goes off her medication and soon begins hearing voices and seeing apparitions that tell her to avoid religious objects, although she is devoutly Roman Catholic. One priest scoffs at the idea that Michaela could be possessed by demons, but a younger pastor arranges an exorcism for the young woman.",/tLTg9moUjhfANdYyVIBUIrwmav9.jpg,0,0,6.581
524,en,"In early-1970s Las Vegas, Sam ""Ace"" Rothstein gets tapped by his bosses to head the Tangiers Casino. At first, he's a great success in the job, but over the years, problems with his loose-cannon enforcer Nicky Santoro, his ex-hustler wife Ginger, her con-artist ex Lester Diamond and a handful of corrupt politicians put Sam in ever-increasing danger.",/6zEZY1htzRos2w0W3T7o7W1WJhp.jpg,116112375,50000000,29.212
525,en,"Jake Blues, just released from prison, puts his old band back together to save the Catholic home where he and his brother Elwood were raised.",/3DiSrcYELCLkwnjl9EZp2pkKGep.jpg,115229890,27000000,22.134
526,en,"Captain Etienne Navarre is a man on whose shoulders lies a cruel curse. Punished for loving each other, Navarre must become a wolf by night whilst his lover, Lady Isabeau, takes the form of a hawk by day. Together, with the thief Philippe Gaston, they must try to overthrow the corrupt Bishop and in doing so break the spell.",/l3nRJ9Cs7C1AZ7das8S76QqwqjI.jpg,18432000,20000000,23.13
527,en,"A drama about a Maori family living in Auckland, New Zealand. Lee Tamahori tells the story of Beth Heke’s strong will to keep her family together during times of unemployment and abuse from her violent and alcoholic husband.",/1nd4SsytVc96hy92g8NNVPD3mzf.jpg,1608570,0,14.878
530,en,"Wallace and Gromit have run out of cheese, and this provides an excellent excuse for the duo to take their holiday to the moon, where, as everyone knows, there is ample cheese.",/og1s6iwv73WMShgNzg0WTtmrKXy.jpg,0,17300,20.074
531,en,"Wallace rents out Gromit's former bedroom to a penguin, who takes up an interest in the techno pants created by Wallace. However, Gromit later learns that the penguin is a wanted criminal.",/mV8SDTjkxrDxu0a0egvFz1lRPU7.jpg,0,0,14.891
532,en,"Wallace's whirlwind romance with the proprietor of the local wool shop puts his head in a spin, and Gromit is framed for sheep-rustling in a fiendish criminal plot.",/qdIR27trLyrlJ5nmkbcG3Bomah6.jpg,0,0,11.942
